sentence_id,speaker,flattery
ACN_44168_35_5,48,0
ACN_44168_35_6,48,0
ACN_44168_35_7,48,0
ACN_44168_37_1,48,1
ACN_44168_37_2,48,0
ACN_44168_37_3,48,0
ACN_44168_37_4,48,0
ACN_44168_37_5,48,0
ACN_44168_39_1,48,0
ACN_44168_39_2,48,0
ACN_44168_39_3,48,0
ACN_44168_39_4,48,0
ACN_44168_39_5,48,0
ACN_44168_39_6,48,0
ACN_44168_44_2,143,0
ACN_44168_47_1,116,0
ACN_44168_47_2,116,0
ACN_44168_47_3,116,0
ACN_44168_47_4,116,0
ACN_44168_47_5,116,0
ACN_44168_47_6,116,0
ACN_44168_47_7,116,0
ACN_44168_49_1,116,0
ACN_44168_49_2,116,0
ACN_44168_53_1,116,0
ACN_44168_53_2,116,0
ACN_44168_53_3,116,0
ACN_44168_53_4,116,0
ACN_44168_53_5,116,1
ACN_44168_53_6,116,0
ACN_44168_74_2,67,0
ACN_44168_74_3,67,1
ACN_44168_74_4,67,0
ACN_44168_74_6,67,1
ACN_44168_74_7,67,0
ACN_44168_74_8,67,0
ACN_44168_74_9,67,0
ACN_44168_8_1,209,0
ACN_44168_8_2,209,0
ACN_44168_8_3,209,0
ACN_44168_8_4,209,0
ACN_48288_41_2,48,1
ACN_48288_41_3,48,0
ACN_48288_52_2,143,0
ACN_48288_52_3,143,0
ACN_48288_52_4,143,0
ACN_48288_58_1,148,0
ACN_48288_58_2,148,0
ACN_48288_70_1,21,0
ACN_48288_70_2,21,0
ACN_48288_70_3,21,0
ACN_48288_70_4,21,0
ACN_48288_70_5,21,0
ACN_48288_79_1,74,0
ACN_48288_79_2,74,0
ACN_53197_10_2,237,0
ACN_53197_12_2,237,0
ACN_53197_12_3,237,0
ACN_53197_12_4,237,0
ACN_53197_12_5,237,0
ACN_53197_12_6,237,0
ACN_53197_12_7,237,0
ACN_53197_12_8,237,0
ACN_53197_12_9,237,0
ACN_53197_17_2,209,0
ACN_53197_17_3,209,0
ACN_53197_17_4,209,0
ACN_53197_19_1,209,0
ACN_53197_19_2,209,0
ACN_53197_19_3,209,0
ACN_53197_19_4,209,0
ACN_53197_23_1,48,0
ACN_53197_23_2,48,0
ACN_53197_23_3,48,0
ACN_53197_23_4,48,0
ACN_53197_26_2,48,0
ACN_53197_26_3,48,0
ACN_53197_28_2,48,0
ACN_53197_28_3,48,0
ACN_53197_28_4,48,0
ACN_53197_33_1,143,0
ACN_53197_33_2,143,0
ACN_53197_33_3,143,0
ACN_53197_33_4,143,1
ACN_53197_42_2,143,0
ACN_53197_45_1,116,0
ACN_53197_45_2,116,0
ACN_53197_45_3,116,0
ACN_53197_45_4,116,0
ACN_53197_47_1,116,0
ACN_53197_47_2,116,0
ACN_53197_47_3,116,0
ACN_53197_47_4,116,0
ACN_53197_50_1,149,0
ACN_53197_50_2,149,0
ACN_53197_50_3,149,0
ACN_53197_50_4,149,0
ACN_53197_50_5,149,0
ACN_53197_52_2,149,0
ACN_53197_59_1,217,0
ACN_53197_59_2,217,0
ACN_53197_66_1,81,0
ACN_53197_73_2,229,0
ACN_53197_73_3,229,0
ACN_53197_73_4,229,0
ACN_53197_76_1,229,0
ACN_53197_80_2,148,0
ACN_53197_80_3,148,0
ACN_53197_82_2,148,0
ACN_53197_82_3,148,0
ACN_53197_8_1,237,0
ACN_53197_8_2,237,0
ACN_53197_8_3,237,0
ACN_53197_8_4,237,0
ACN_57568_11_2,209,0
ACN_57568_11_3,209,0
ACN_57568_11_4,209,0
ACN_57568_14_1,237,0
ACN_57568_14_2,237,0
ACN_57568_14_3,237,0
ACN_57568_14_4,237,0
ACN_57568_14_5,237,0
ACN_57568_14_6,237,0
ACN_57568_14_7,237,0
ACN_57568_16_2,237,0
ACN_57568_16_3,237,0
ACN_57568_16_4,237,0
ACN_57568_16_5,237,0
ACN_57568_16_6,237,0
ACN_57568_16_7,237,0
ACN_57568_16_8,237,0
ACN_57568_20_1,68,0
ACN_57568_20_2,68,0
ACN_57568_20_3,68,0
ACN_57568_20_4,68,0
ACN_57568_20_5,68,0
ACN_57568_23_2,68,0
ACN_57568_23_3,68,0
ACN_57568_23_4,68,0
ACN_57568_23_5,68,0
ACN_57568_26_1,143,0
ACN_57568_26_2,143,0
ACN_57568_26_3,143,0
ACN_57568_28_3,143,0
ACN_57568_28_4,143,0
ACN_57568_28_5,143,0
ACN_57568_31_1,148,0
ACN_57568_31_2,148,0
ACN_57568_31_3,148,0
ACN_57568_33_2,148,0
ACN_57568_33_3,148,0
ACN_57568_35_1,148,0
ACN_57568_38_1,48,0
ACN_57568_38_2,48,0
ACN_57568_38_3,48,0
ACN_57568_38_4,48,0
ACN_57568_40_2,48,0
ACN_57568_40_3,48,0
ACN_57568_40_4,48,0
ACN_57568_40_5,48,0
ACN_57568_40_6,48,0
ACN_57568_40_7,48,0
ACN_57568_40_8,48,0
ACN_57568_43_1,187,0
ACN_57568_43_2,187,0
ACN_57568_43_3,187,0
ACN_57568_47_2,187,1
ACN_57568_47_3,187,0
ACN_57568_47_4,187,0
ACN_57568_47_5,187,0
ACN_57568_50_1,140,0
ACN_57568_50_2,140,0
ACN_57568_50_3,140,0
ACN_57568_50_4,140,0
ACN_57568_52_2,140,0
ACN_57568_52_3,140,0
ACN_57568_52_4,140,0
ACN_57568_56_1,70,0
ACN_57568_56_2,70,0
ACN_57568_56_3,70,0
ACN_57568_56_4,70,0
ACN_57568_56_5,70,0
ACN_57568_58_2,70,0
ACN_57568_58_3,70,0
ACN_57568_58_4,70,0
ACN_57568_58_5,70,0
ACN_57568_58_6,70,0
ACN_57568_62_1,21,0
ACN_57568_62_2,21,0
ACN_57568_62_3,21,0
ACN_57568_62_4,21,0
ACN_57568_64_1,21,0
ACN_57568_64_2,21,0
ACN_57568_64_3,21,0
ACN_57568_68_1,74,0
ACN_57568_68_2,74,0
ACN_57568_68_3,74,0
ACN_57568_70_1,74,0
ACN_57568_8_1,209,1
ACN_57568_8_2,209,0
ACN_57568_8_3,209,0
ACN_61848_10_1,48,1
ACN_61848_10_2,48,0
ACN_61848_10_3,48,0
ACN_61848_10_4,48,0
ACN_61848_10_5,48,0
ACN_61848_13_1,237,0
ACN_61848_13_2,237,0
ACN_61848_13_3,237,0
ACN_61848_13_4,237,0
ACN_61848_15_2,237,0
ACN_61848_15_3,237,0
ACN_61848_15_4,237,0
ACN_61848_15_5,237,0
ACN_61848_18_1,68,0
ACN_61848_18_2,68,0
ACN_61848_18_3,68,0
ACN_61848_20_2,68,1
ACN_61848_20_3,68,0
ACN_61848_20_4,68,0
ACN_61848_23_1,209,0
ACN_61848_23_2,209,0
ACN_61848_23_3,209,0
ACN_61848_23_4,209,0
ACN_61848_23_5,209,0
ACN_61848_23_6,209,0
ACN_61848_23_7,209,0
ACN_61848_25_2,209,0
ACN_61848_25_3,209,0
ACN_61848_25_4,209,1
ACN_61848_27_1,209,0
ACN_61848_27_2,209,0
ACN_61848_30_1,148,0
ACN_61848_30_2,148,0
ACN_61848_32_1,148,0
ACN_61848_32_2,148,0
ACN_61848_35_1,67,0
ACN_61848_35_2,67,0
ACN_61848_35_3,67,0
ACN_61848_39_2,67,0
ACN_61848_39_3,67,0
ACN_61848_39_4,67,0
ACN_61848_39_5,67,0
ACN_61848_39_6,67,0
ACN_61848_39_7,67,0
ACN_61848_39_8,67,0
ACN_61848_44_1,67,0
ACN_61848_44_2,67,0
ACN_61848_44_3,67,0
ACN_61848_44_4,67,0
ACN_61848_50_1,217,0
ACN_61848_50_2,217,0
ACN_61848_53_1,217,0
ACN_61848_53_2,217,0
ACN_61848_53_3,217,0
ACN_61848_53_4,217,0
ACN_61848_56_1,110,0
ACN_61848_58_2,110,0
ACN_61848_58_3,110,0
ACN_61848_58_4,110,0
ACN_61848_58_5,110,0
ACN_61848_58_6,110,0
ACN_61848_60_1,110,0
ACN_61848_60_2,110,0
ACN_61848_60_3,110,0
ACN_61848_60_4,110,0
ACN_61848_60_5,110,0
ACN_61848_63_1,116,0
ACN_61848_63_2,116,0
ACN_61848_63_3,116,0
ACN_61848_63_4,116,0
ACN_61848_65_1,116,0
ACN_61848_65_2,116,0
ACN_61848_65_3,116,0
ACN_61848_65_4,116,0
ACN_61848_65_5,116,0
ACN_61848_65_6,116,0
ACN_61848_65_7,116,1
ACN_61848_8_1,48,0
ACN_61848_8_2,48,0
ACN_61848_8_3,48,0
ACN_61848_8_4,48,0
ACN_61848_8_5,48,0
ACN_61848_8_6,48,0
ACN_61848_8_7,48,0
ACN_61848_8_8,48,0
ACN_81589_13_1,237,0
ACN_81589_13_2,237,0
ACN_81589_13_3,237,0
ACN_81589_17_1,48,0
ACN_81589_17_2,48,0
ACN_81589_17_3,48,0
ACN_81589_20_1,70,1
ACN_81589_20_2,70,0
ACN_81589_23_1,70,0
ACN_81589_26_1,129,0
ACN_81589_30_1,129,1
ACN_81589_30_2,129,0
ACN_81589_33_1,68,0
ACN_81589_33_2,68,0
ACN_81589_33_3,68,0
ACN_81589_33_4,68,0
ACN_81589_35_1,68,0
ACN_81589_35_2,68,0
ACN_81589_37_1,68,0
ACN_81589_39_1,68,0
ACN_81589_44_1,52,0
ACN_81589_46_1,52,0
ACN_81589_48_1,52,0
ACN_81589_51_1,74,0
ACN_81589_53_1,74,0
ACN_81589_58_1,217,0
ACN_81589_60_1,217,0
ACN_81589_60_2,217,0
ACN_81589_63_1,81,0
ACN_81589_63_2,81,0
ACN_81589_65_1,81,0
ACN_81589_65_2,81,0
ACN_81589_71_1,67,0
ACN_81589_71_2,67,0
ACN_81589_71_3,67,0
ACN_81589_71_4,67,0
ACN_81589_71_5,67,0
ACN_81589_71_6,67,0
ACN_81589_71_7,67,0
ACN_81589_71_8,67,0
ACN_81589_8_1,140,0
ACN_98255_10_2,237,0
ACN_98255_12_1,237,0
ACN_98255_15_1,39,0
ACN_98255_15_2,39,0
ACN_98255_15_3,39,0
ACN_98255_17_1,39,1
ACN_98255_17_2,39,0
ACN_98255_17_3,39,0
ACN_98255_21_1,21,1
ACN_98255_21_2,21,0
ACN_98255_21_3,21,0
ACN_98255_23_1,21,0
ACN_98255_23_2,21,0
ACN_98255_23_3,21,0
ACN_98255_26_1,48,0
ACN_98255_26_2,48,0
ACN_98255_28_1,48,0
ACN_98255_28_2,48,0
ACN_98255_28_3,48,1
ACN_98255_31_1,67,0
ACN_98255_31_2,67,0
ACN_98255_31_3,67,0
ACN_98255_31_4,67,0
ACN_98255_31_5,67,0
ACN_98255_31_6,67,0
ACN_98255_33_1,67,0
ACN_98255_33_2,67,0
ACN_98255_33_3,67,0
ACN_98255_42_1,62,1
ACN_98255_42_2,62,0
ACN_98255_42_3,62,0
ACN_98255_42_4,62,0
ACN_98255_44_1,62,1
ACN_98255_44_2,62,0
ACN_98255_44_3,62,0
ACN_98255_44_4,62,0
ACN_98255_48_1,158,0
ACN_98255_48_2,158,0
ACN_98255_50_1,158,0
ACN_98255_50_2,158,0
ACN_98255_54_1,81,0
ACN_98255_54_2,81,0
ACN_98255_54_3,81,0
ACN_98255_56_1,81,0
ACN_98255_56_2,81,0
ACN_98255_56_3,81,0
AMGN_103789_16_1,177,0
AMGN_103789_16_2,177,0
AMGN_103789_16_3,177,0
AMGN_103789_16_4,177,0
AMGN_103789_27_1,180,0
AMGN_103789_27_2,180,0
AMGN_103789_27_3,180,0
AMGN_103789_27_4,180,0
AMGN_103789_27_5,180,0
AMGN_103789_27_6,180,0
AMGN_103789_27_7,180,0
AMGN_103789_49_1,142,0
AMGN_103789_49_2,142,0
AMGN_103789_49_3,142,0
AMGN_103789_8_1,235,0
AMGN_103789_8_2,235,1
AMGN_103789_8_3,235,0
AMGN_108199_49_2,59,0
AMGN_108199_49_3,59,0
AMGN_108199_49_4,59,0
AMGN_108199_49_5,59,0
AMGN_108199_52_1,256,0
AMGN_108199_52_2,256,0
AMGN_108199_52_3,256,0
AMGN_108199_52_4,256,0
AMGN_108199_52_5,256,0
AMGN_108199_8_2,235,0
AMGN_108199_8_3,235,0
AMGN_108199_8_4,235,0
AMGN_108199_8_5,235,0
AMGN_108199_8_6,235,0
AMGN_112253_27_3,177,0
AMGN_112253_27_4,177,0
AMGN_112253_27_5,177,0
AMGN_112253_29_1,177,0
AMGN_112253_29_2,177,0
AMGN_112253_29_3,177,0
AMGN_112253_29_4,177,0
AMGN_112253_47_2,207,0
AMGN_112253_47_3,207,0
AMGN_112253_47_4,207,0
AMGN_112253_47_5,207,0
AMGN_112253_47_6,207,0
AMGN_112253_47_7,207,0
AMGN_112253_49_1,207,0
AMGN_112253_49_2,207,0
AMGN_112253_49_3,207,0
AMGN_112253_64_1,3,0
AMGN_112253_64_2,3,0
AMGN_112253_64_3,3,0
AMGN_112253_64_4,3,0
AMGN_112253_64_5,3,0
AMGN_112253_64_6,3,0
AMGN_112253_64_7,3,0
AMGN_112253_64_8,3,0
AMGN_112253_68_1,59,0
AMGN_112253_68_2,59,0
AMGN_112253_74_2,89,1
AMGN_112253_74_3,89,0
AMGN_112253_74_4,89,0
AMGN_112253_74_5,89,0
AMGN_112253_74_6,89,0
AMGN_112253_74_7,89,0
AMGN_112253_74_8,89,0
AMGN_112253_74_9,89,0
AMGN_112253_78_2,215,1
AMGN_112253_78_3,215,0
AMGN_112253_78_4,215,0
AMGN_112253_78_5,215,0
AMGN_112253_78_6,215,0
AMGN_112253_78_7,215,0
AMGN_112253_78_8,215,0
AMGN_112253_78_9,215,0
AMGN_120155_18_3,256,0
AMGN_120155_18_4,256,0
AMGN_120155_18_5,256,0
AMGN_120155_18_6,256,0
AMGN_120155_18_7,256,0
AMGN_120155_18_8,256,0
AMGN_120155_23_2,235,0
AMGN_120155_23_3,235,0
AMGN_120155_23_4,235,0
AMGN_120155_23_5,235,0
AMGN_120155_33_1,102,1
AMGN_120155_33_2,102,0
AMGN_120155_33_3,102,0
AMGN_120155_33_4,102,0
AMGN_120155_33_5,102,0
AMGN_120155_46_2,207,0
AMGN_120155_46_3,207,0
AMGN_120155_55_2,215,0
AMGN_120155_55_3,215,0
AMGN_120155_55_4,215,0
AMGN_120155_55_5,215,0
AMGN_120155_55_6,215,0
AMGN_120155_55_7,215,0
AMGN_120155_8_1,177,0
AMGN_120155_8_2,177,0
AMGN_120155_8_3,177,1
AMGN_120155_8_4,177,0
AMGN_120155_8_5,177,0
AMGN_120155_8_6,177,0
AMGN_120155_8_7,177,0
AMGN_120155_8_8,177,0
AMGN_120155_8_9,177,0
AMGN_124632_17_2,235,0
AMGN_124632_17_3,235,0
AMGN_124632_17_4,235,0
AMGN_124632_17_5,235,0
AMGN_124632_20_3,207,0
AMGN_124632_20_4,207,0
AMGN_124632_20_5,207,0
AMGN_124632_20_6,207,0
AMGN_124632_20_7,207,0
AMGN_124632_27_1,83,0
AMGN_124632_27_2,83,0
AMGN_124632_27_3,83,0
AMGN_124632_27_4,83,0
AMGN_124632_31_2,247,0
AMGN_124632_31_3,247,0
AMGN_124632_31_4,247,0
AMGN_124632_31_5,247,0
AMGN_124632_31_6,247,0
AMGN_124632_31_7,247,0
AMGN_124632_46_1,6,0
AMGN_124632_46_2,6,0
AMGN_124632_46_3,6,0
AMGN_124632_46_4,6,0
AMGN_124632_46_5,6,0
AMGN_124632_46_6,6,0
AMGN_124632_46_7,6,0
AMGN_124632_51_1,151,0
AMGN_124632_51_2,151,1
AMGN_124632_57_1,18,0
AMGN_124632_57_2,18,0
AMGN_124632_57_3,18,0
AMGN_124632_57_4,18,0
AMGN_124632_57_5,18,0
AMGN_124632_60_1,215,0
AMGN_124632_60_2,215,1
AMGN_124632_60_3,215,0
AMGN_124632_60_4,215,0
AMGN_124632_60_5,215,0
AMGN_124632_60_6,215,0
AMGN_124632_60_7,215,0
AMGN_124632_60_8,215,0
AMGN_124632_65_1,102,0
AMGN_124632_65_2,102,0
AMGN_124632_65_3,102,0
AMGN_124632_65_4,102,0
AMGN_124632_65_5,102,0
AMGN_124632_65_6,102,0
AMGN_128891_27_2,235,0
AMGN_128891_27_3,235,0
AMGN_128891_37_2,247,0
AMGN_128891_37_3,247,0
AMGN_128891_37_4,247,0
AMGN_128891_37_5,247,0
AMGN_128891_45_1,88,0
AMGN_128891_45_2,88,0
AMGN_128891_45_3,88,0
AMGN_128891_45_4,88,0
AMGN_128891_63_1,18,0
AMGN_128891_63_2,18,0
AMGN_128891_63_3,18,0
AMGN_128891_8_2,207,0
AMGN_128891_8_3,207,0
AMGN_128891_8_4,207,0
AMGN_128891_8_5,207,0
AMGN_132560_11_2,170,0
AMGN_132560_11_3,170,0
AMGN_132560_11_4,170,0
AMGN_132560_17_1,235,0
AMGN_132560_17_2,235,0
AMGN_132560_17_3,235,0
AMGN_132560_36_1,180,0
AMGN_132560_36_2,180,0
AMGN_132560_36_3,180,0
AMGN_132560_36_4,180,0
AMGN_132560_36_5,180,0
AMGN_132560_36_6,180,0
AMGN_132560_36_7,180,0
AMGN_132560_36_8,180,0
AMGN_132560_42_2,247,0
AMGN_132560_42_3,247,0
AMGN_132560_42_4,247,0
AMGN_132560_42_5,247,0
AMGN_132560_52_2,176,0
AMGN_132560_52_3,176,0
AMGN_132560_52_4,176,0
AMGN_132560_52_5,176,0
AMGN_132560_63_2,215,0
AMGN_132560_63_3,215,0
AMGN_132560_63_4,215,0
AMGN_132560_63_5,215,0
AMGN_132560_63_6,215,0
AMGN_132560_63_7,215,0
AMGN_137110_11_1,256,0
AMGN_137110_11_10,256,0
AMGN_137110_11_11,256,0
AMGN_137110_11_12,256,0
AMGN_137110_11_3,256,0
AMGN_137110_11_4,256,1
AMGN_137110_11_5,256,0
AMGN_137110_11_6,256,0
AMGN_137110_11_7,256,0
AMGN_137110_11_8,256,0
AMGN_137110_11_9,256,0
AMGN_137110_30_10,247,0
AMGN_137110_30_2,247,0
AMGN_137110_30_3,247,0
AMGN_137110_30_4,247,0
AMGN_137110_30_5,247,0
AMGN_137110_30_6,247,0
AMGN_137110_30_7,247,0
AMGN_137110_30_8,247,0
AMGN_137110_30_9,247,0
AMGN_137110_36_2,235,1
AMGN_137110_36_3,235,0
AMGN_137110_36_4,235,0
AMGN_137110_36_5,235,0
AMGN_137110_36_6,235,0
AMGN_137110_36_7,235,0
AMGN_137110_42_1,89,1
AMGN_137110_42_2,89,0
AMGN_137110_42_3,89,0
AMGN_137110_42_4,89,0
AMGN_137110_51_2,88,1
AMGN_137110_51_3,88,0
AMGN_137110_51_4,88,0
AMGN_137110_51_5,88,0
AMGN_137110_55_1,88,0
AMGN_137110_64_2,151,0
AMGN_137110_64_3,151,0
AMGN_137110_64_4,151,0
AMGN_137110_64_5,151,0
AMGN_137110_64_6,151,0
AMGN_137110_64_7,151,0
AMGN_137110_64_8,151,0
AMGN_137110_64_9,151,0
AMGN_137110_74_2,50,1
AMGN_137110_74_3,50,0
AMGN_137110_74_4,50,0
AMGN_137110_74_5,50,0
AMGN_141842_10_1,176,0
AMGN_141842_10_2,176,0
AMGN_141842_10_3,176,0
AMGN_141842_10_4,176,0
AMGN_141842_10_5,176,0
AMGN_141842_10_6,176,0
AMGN_141842_10_7,176,0
AMGN_141842_14_1,88,0
AMGN_141842_14_2,88,0
AMGN_141842_14_3,88,0
AMGN_141842_14_4,88,0
AMGN_141842_18_1,256,0
AMGN_141842_18_2,256,0
AMGN_141842_18_3,256,0
AMGN_141842_26_1,56,0
AMGN_141842_26_2,56,0
AMGN_141842_26_3,56,0
AMGN_141842_26_4,56,0
AMGN_141842_26_5,56,0
AMGN_141842_30_1,195,0
AMGN_141842_30_2,195,0
AMGN_141842_34_1,207,0
AMGN_141842_34_2,207,0
AMGN_141842_34_3,207,0
AMGN_141842_41_1,89,0
AMGN_141842_41_2,89,0
AMGN_141842_41_3,89,0
AMGN_141842_41_4,89,0
AMGN_141842_41_5,89,0
AMGN_141842_44_1,211,0
AMGN_141842_44_2,211,0
AMGN_141842_44_3,211,0
AMGN_141842_44_4,211,0
AMGN_141842_44_5,211,0
AMGN_141842_47_1,247,0
AMGN_141842_47_2,247,0
AMGN_141842_47_3,247,0
AMGN_141842_47_4,247,0
AMGN_141842_47_5,247,0
AMGN_141842_47_6,247,0
AMGN_141842_47_7,247,0
AMGN_141842_55_1,59,0
AMGN_141842_55_2,59,0
AMGN_141842_55_3,59,0
AMGN_141842_55_4,59,0
AMGN_141842_65_1,215,0
AMGN_141842_65_2,215,1
AMGN_141842_65_3,215,0
AMGN_141842_65_4,215,0
AMGN_141842_65_5,215,0
AMGN_141842_65_6,215,0
AMGN_141842_65_7,215,0
AMGN_141842_70_1,44,1
AMGN_141842_70_2,44,0
AMGN_141842_70_3,44,0
AMGN_141842_70_4,44,0
AMGN_145453_14_1,176,0
AMGN_145453_14_2,176,0
AMGN_145453_14_3,176,0
AMGN_145453_14_4,176,0
AMGN_145453_14_5,176,0
AMGN_145453_14_6,176,0
AMGN_145453_31_1,211,0
AMGN_145453_31_2,211,1
AMGN_145453_31_3,211,0
AMGN_145453_31_4,211,0
AMGN_145453_31_5,211,0
AMGN_145453_31_6,211,0
AMGN_145453_31_7,211,0
AMGN_145453_36_2,180,0
AMGN_145453_36_3,180,0
AMGN_145453_36_4,180,0
AMGN_145453_36_5,180,0
AMGN_145453_36_6,180,0
AMGN_145453_8_2,256,0
AMGN_145453_8_3,256,0
AMGN_145453_8_4,256,0
AMGN_145453_8_5,256,0
AMGN_145453_8_6,256,0
AMGN_145453_8_7,256,0
AMGN_48918_12_1,207,0
AMGN_48918_12_2,207,0
AMGN_48918_12_3,207,0
AMGN_48918_14_1,207,0
AMGN_48918_17_1,142,0
AMGN_48918_19_1,142,0
AMGN_48918_25_1,180,0
AMGN_48918_25_2,180,0
AMGN_48918_25_3,180,0
AMGN_48918_44_1,198,0
AMGN_48918_44_2,198,0
AMGN_48918_44_3,198,0
AMGN_54507_27_2,198,0
AMGN_54507_27_3,198,0
AMGN_54507_27_4,198,0
AMGN_54507_27_5,198,0
AMGN_54507_27_6,198,0
AMGN_54507_56_2,180,0
AMGN_54507_56_3,180,0
AMGN_54507_65_1,235,0
AMGN_54507_65_2,235,0
AMGN_54507_65_3,235,0
AMGN_54507_84_1,83,1
AMGN_54507_84_2,83,0
AMGN_54507_84_3,83,0
AMGN_54507_84_4,83,0
AMGN_54507_84_5,83,0
AMGN_54507_84_6,83,0
AMGN_62376_47_1,243,0
AMGN_62376_47_2,243,0
AMGN_62376_47_3,243,0
AMGN_62376_47_4,243,0
AMGN_62376_47_5,243,0
AMGN_62376_47_6,243,0
AMGN_62376_53_1,88,0
AMGN_62376_53_2,88,0
AMGN_62376_53_3,88,0
AMGN_62376_53_4,88,0
AMGN_62376_53_5,88,0
AMGN_62376_53_6,88,0
AMGN_62376_53_7,88,0
AMGN_62376_58_1,201,0
AMGN_62376_58_2,201,0
AMGN_62376_58_3,201,0
AMGN_62376_71_1,133,0
AMGN_62376_71_2,133,0
AMGN_62376_71_3,133,0
AMGN_62376_71_4,133,0
AMGN_62376_71_5,133,0
AMGN_62376_71_6,133,0
AMGN_62376_71_7,133,0
AMGN_62376_8_1,207,0
AMGN_62376_8_2,207,0
AMGN_66011_19_1,176,0
AMGN_66011_19_2,176,0
AMGN_66011_19_3,176,0
AMGN_66011_19_4,176,0
AMGN_66011_31_2,207,0
AMGN_66011_31_3,207,0
AMGN_66011_31_4,207,0
AMGN_66011_41_1,89,0
AMGN_66011_41_2,89,0
AMGN_66011_41_3,89,0
AMGN_66011_45_1,255,0
AMGN_66011_45_2,255,0
AMGN_66011_45_3,255,0
AMGN_66011_45_4,255,0
AMGN_66011_45_5,255,0
AMGN_66011_53_1,164,0
AMGN_66011_53_2,164,0
AMGN_66011_53_3,164,0
AMGN_66011_53_4,164,0
AMGN_66011_66_2,102,0
AMGN_66011_66_3,102,0
AMGN_66011_8_1,172,0
AMGN_66011_8_2,172,0
AMGN_66011_8_3,172,0
AMGN_66011_8_4,172,0
AMGN_66011_96_1,133,0
AMGN_66011_96_2,133,0
AMGN_66011_96_3,133,0
AMGN_70150_14_1,83,0
AMGN_70150_14_2,83,0
AMGN_70150_17_1,235,0
AMGN_70150_17_2,235,0
AMGN_70150_17_3,235,0
AMGN_70150_23_1,89,0
AMGN_70150_23_2,89,0
AMGN_70150_23_3,89,0
AMGN_70150_23_4,89,0
AMGN_70150_26_1,142,0
AMGN_70150_26_2,142,0
AMGN_70150_29_1,255,0
AMGN_70150_29_2,255,0
AMGN_70150_29_3,255,0
AMGN_70150_29_4,255,0
AMGN_70150_29_5,255,0
AMGN_70150_29_6,255,0
AMGN_70150_45_1,88,0
AMGN_70150_45_2,88,0
AMGN_70150_54_1,102,0
AMGN_70150_54_2,102,0
AMGN_70150_54_3,102,0
AMGN_70150_58_1,201,0
AMGN_70150_58_2,201,0
AMGN_70150_58_3,201,0
AMGN_70150_58_4,201,0
AMGN_70150_58_5,201,0
AMGN_70150_58_6,201,0
AMGN_70150_8_1,176,0
AMGN_70150_8_2,176,0
AMGN_70150_8_3,176,0
AMGN_70150_8_4,176,0
AMGN_74087_10_2,172,1
AMGN_74087_10_3,172,0
AMGN_74087_10_4,172,0
AMGN_74087_10_5,172,0
AMGN_74087_10_6,172,0
AMGN_74087_10_7,172,0
AMGN_74087_13_2,176,0
AMGN_74087_13_3,176,0
AMGN_74087_13_4,176,0
AMGN_74087_13_5,176,0
AMGN_74087_13_6,176,0
AMGN_74087_13_7,176,0
AMGN_74087_13_8,176,0
AMGN_74087_17_1,186,1
AMGN_74087_17_2,186,0
AMGN_74087_17_3,186,0
AMGN_74087_17_4,186,0
AMGN_74087_17_5,186,1
AMGN_74087_17_6,186,0
AMGN_74087_17_7,186,0
AMGN_74087_31_1,180,0
AMGN_74087_31_2,180,0
AMGN_74087_31_3,180,0
AMGN_74087_31_4,180,0
AMGN_74087_34_2,256,0
AMGN_74087_34_3,256,0
AMGN_74087_34_4,256,1
AMGN_74087_34_5,256,0
AMGN_74087_34_6,256,0
AMGN_74087_34_7,256,0
AMGN_74087_42_2,235,0
AMGN_74087_42_3,235,0
AMGN_74087_42_4,235,0
AMGN_74087_42_5,235,0
AMGN_74087_49_2,142,0
AMGN_74087_49_3,142,0
AMGN_74087_49_4,142,0
AMGN_74087_66_2,56,0
AMGN_74087_66_3,56,0
AMGN_74087_66_4,56,0
AMGN_74087_66_5,56,0
AMGN_74087_66_6,56,0
AMGN_82042_10_2,89,0
AMGN_82042_16_1,56,0
AMGN_82042_16_2,56,0
AMGN_82042_16_3,56,0
AMGN_82042_16_4,56,0
AMGN_82042_27_1,207,0
AMGN_82042_27_2,207,0
AMGN_82042_27_3,207,0
AMGN_82042_27_4,207,0
AMGN_82042_36_1,235,0
AMGN_82042_36_2,235,0
AMGN_82042_39_1,172,1
AMGN_82042_39_2,172,0
AMGN_82042_39_3,172,0
AMGN_82042_39_4,172,0
AMGN_82042_49_2,256,0
AMGN_82042_49_3,256,0
AMGN_82042_49_4,256,0
AMGN_82042_49_5,256,0
AMGN_82042_8_1,89,0
AMGN_82042_8_2,89,0
AMGN_82042_8_3,89,0
AMGN_87308_16_2,177,0
AMGN_87308_16_3,177,0
AMGN_87308_16_4,177,0
AMGN_87308_16_5,177,0
AMGN_87308_25_1,235,0
AMGN_87308_25_2,235,0
AMGN_87308_25_3,235,0
AMGN_87308_25_4,235,1
AMGN_87308_25_5,235,0
AMGN_87308_36_3,186,0
AMGN_87308_36_4,186,1
AMGN_87308_36_5,186,0
AMGN_87308_36_6,186,0
AMGN_87308_36_7,186,0
AMGN_87308_36_8,186,0
AMGN_87308_36_9,186,0
AMGN_87308_41_1,83,0
AMGN_87308_41_2,83,0
AMGN_87308_41_3,83,0
AMGN_87308_41_4,83,0
AMGN_87308_44_1,86,0
AMGN_87308_44_2,86,0
AMGN_87308_44_3,86,0
